 
                                                                                                                                                                                                                                                                
 
gvkey     datadate     fyear    cik
029804    20151231      2015    0000914208
029804    20151231      2015    0000914208
029830    20150930      2015    0001636023
029837    20151231      2015    0000882796
029855    20151231      2015    0000709337
029855    20151231      2015    0000709337
029868    20151231      2015    0000912242
029868    20151231      2015    0000912242
029870    20151231      2015    0000917470
029875    20151231      2015    0000915912
029875    20151231      2015    0000915912
029887    20150630      2015    0001470215
029894    20151231      2015    0000918541
029900    20151231      2015    0000918581
029901    20150731      2015    0000900075
029910    20150630      2015    0000918965
029921    20151231      2015    0000917523
029930    20160331      2015    0000918251
029946    20151231      2015    0001141688
029946    20151231      2015    0001141688
029955    20151231      2015    0000885590
029962    20151031      2015    0001342423
029964    20151231      2015    0000918580
029968    20151231      2015    0000918160
029984    20151231      2015    0001045609
029984    20151231      2015    0001045609
029994    20151231      2015    0000700565
029994    20151231      2015    0000700565
030007    20151231      2015    0000881524
030029    20151231      2015    0000870753
030032    20160331      2015    0000918646
030055    20150630      2015    0000916907
030055    20150630      2015    0000916907
030059    20160131      2015    0000919012
030067    20151231      2015    0000917251
030067    20151231      2015    0000917251
030082    20151231      2015    0000713671
030082    20151231      2015    0000713671
030137    20151231      2015    0000906709
030146    20151231      2015    0000920424
030146    20151231      2015    0000920424
030170    20160331      2015    0000866374
030175    20151231      2015    0000919956
030188    20150930      2015    0001062438
030188    20150930      2015    0001062438
030205    20151231      2015    0000892160
030220    20151231      2015    0000864240
030222    20151231      2015    0000351569
030222    20151231      2015    0000351569
030236    20151231      2015    0000921114
030259    20151231      2015    0000921738
030260    20151231      2015    0000920371
030281    20151231      2015    0000920465
030293    20151231      2015    0000920522
030293    20151231      2015    0000920522
030298    20151231      2015    0000921082
030298    20151231      2015    0000921082
030312    20151231      2015    0000921582
030328    20151231      2015    0000764811
030328    20151231      2015    0000764811
030354    20151231      2015    0000921112
030354    20151231      2015    0000921112
030384    20151231      2015    0000921825
030384    20151231      2015    0000921825
030398    20151231      2015    0000922521
030416    20151231      2015    0000921183
030416    20151231      2015    0000921183
030443    20151231      2015    0001047340
030463    20150831      2015    0000923120
030473    20151231      2015    0000917225
030477    20150930      2015    0000063296
030490    20151231      2015    0000922864
030490    20151231      2015    0000922864
030495    20151231      2015    0000923603
030495    20151231      2015    0000923603
030536    20151231      2015    0000923796
030558    20151231      2015    0000924822
030576    20151231      2015    0000926282
030612    20151231      2015    0000896262
030614    20151231      2015    0000924168
030637    20151231      2015    0000924901
030637    20151231      2015    0000924901
030647    20151231      2015    0001098146
030647    20151231      2015    0001098146
030651    20151231      2015    0000916540
030662    20151231      2015    0000908937
030666    20151231      2015    0000838875
030671    20151231      2015    0000861884
030674    20151231      2015    0000884731
030710    20151231      2015    0000928421
030714    20160331      2015    0000927355
030778    20151231      2015    0000925645
030822    20151231      2015    0000726728
030822    20151231      2015    0000726728
030857    20160331      2015    0001016178
030857    20160331      2015    0001016178
030861    20151231      2015    0001492691
030870    20150630      2015    0000929940
030877    20151231      2015    0000928658
030888    20151231      2015    0000822662
030888    20151231      2015    0000822662
030899    20151231      2015    0000925528
030932    20151231      2015    0001471265
030932    20151231      2015    0001471265
030950    20151231      2015    0000216539
030990    20151231      2015    0000927628
030990    20151231      2015    0000927628
031095    20151231      2015    0000929545
031099    20151231      2015    0001672909
031122    20150831      2015    0000929887
031170    20151231      2015    0000931584
031203    20151231      2015    0000931948
031214    20160131      2015    0000926423
031224    20151231      2015    0000922475
031227    20151231      2015    0001096376
031242    20151231      2015    0000921547
031242    20151231      2015    0000921547
031368    20151231      2015    0001109242
031368    20151231      2015    0001109242
031418    20151231      2015    0000868278
031453    20151231      2015    0000932696
031460    20151231      2015    0000933036
031477    20150930      2015    0000933974
031521    20150930      2015    0000913760
031521    20150930      2015    0000913760
031560    20151231      2015    0000934648
031564    20151231      2015    0000935036
031567    20150630      2015    0000933034
031587    20160131      2015    0000935703
031607    20151231      2015    0000935494
031629    20151231      2015    0000716634
031673    20150930      2015    0001140859
031674    20151231      2015    0000937941
031692    20151231      2015    0001139812
031692    20151231      2015    0001139812
031702    20151231      2015    0000933590
031702    20151231      2015    0000933590
031703    20151231      2015    0001046203
031703    20151231      2015    0001046203
031718    20151231      2015    0001132651
031718    20151231      2015    0001132651
031738    20151231      2015    0000942126
031743    20151231      2015    0000940332
031744    20151231      2015    0001484949
031744    20151231      2015    0001484949
031752    20151231      2015    0000944148
031764    20151231      2015    0001403475
031764    20151231      2015    0001403475
031775    20151231      2015    0000943034
031843    20151231      2015    0000851310
031846    20160531      2015    0000940944
031881    20151231      2015    0000914329
031887    20150630      2015    0000943819
031895    20151231      2015    0000743367
031895    20151231      2015    0000743367
032280    20151231      2015    0001507934
060800    20151231      2015    0000912752
060888    20151231      2015    0000746210
060894    20151231      2015    0000941548
060900    20151231      2015    0001001082
060902    20151231      2015    0001172222
060911    20151231      2015    0000912061
060914    20151231      2015    0000944314
060914    20151231      2015    0000944314
060923    20160131      2015    0001525769
060931    20151231      2015    0000945114
060979    20151231      2015    0000943452
060983    20151231      2015    0001108236
060983    20151231      2015    0001108236
061004    20151231      2015    0000934549
061028    20151231      2015    0000945983
061055    20151231      2015    0000750574
061055    20151231      2015    0000750574
061069    20151231      2015    0000945989
061077    20151231      2015    0000944480
061122    20150930      2015    0000928465
061129    20151231      2015    0000930236
061129    20151231      2015    0000930236
061140    20151231      2015    0000946486
061153    20151231      2015    0000931148
061155    20151231      2015    0001135185
061163    20151231      2015    0001295810
061163    20151231      2015    0001295810
061179    20151231      2015    0000930420
061181    20151231      2015    0000917520
061188    20151231      2015    0000945394
061188    20151231      2015    0000945394
061192    20151231      2015    0000892222
061285    20151231      2015    0000946454
061302    20151231      2015    0000947484
061302    20151231      2015    0000947484
061321    20151231      2015    0000948708
061325    20151231      2015    0000893949
061338    20151231      2015    0000920321
061350    20151231      2015    0000949158
061356    20151231      2015    0001076930
061380    20151231      2015    0000922621
061380    20151231      2015    0000922621
061388    20151231      2015    0001095073
061388    20151231      2015    0001095073
061399    20150630      2015    0000899923
061406    20151231      2015    0000913144
061406    20151231      2015    0000913144
061408    20151231      2015    0000944695
061408    20151231      2015    0000944695
061409    20151231      2015    0000949039
061418    20150930      2015    0000935419
061420    20151231      2015    0000945841
061439    20151231      2015    0000873044
061483    20151231      2015    0000927066
061487    20151231      2015    0000946673
061487    20151231      2015    0000946673
061490    20151231      2015    0000944809
061494    20151231      2015    0001000228
061496    20151231      2015    0000855683
061513    20151231      2015    0001000180
061519    20151231      2015    0001000623
061544    20150930      2015    0001001258
061544    20150930      2015    0001001258
061552    20151231      2015    0001001288
061562    20151231      2015    0000927003
061567    20150630      2015    0001001250
061574    20151231      2015    0001000697
061576    20150930      2015    0001003344
061581    20151231      2015    0000949870
061585    20151231      2015    0000923139
061585    20151231      2015    0000923139
061586    20151231      2015    0001000298
061586    20151231      2015    0001000298
061587    20151231      2015    0001001902
061591    20160430      2015    0001002047
061600    20150630      2015    0000799729
061635    20151231      2015    0001001385
061646    20160331      2015    0001002135
061655    20151231      2015    0001000694
061662    20150930      2015    0001002037
061676    20151231      2015    0000877890
061685    20150930      2015    0001002517
061693    20151231      2015    0000920112
061693    20151231      2015    0000920112
061711    20151231      2015    0001001316
061712    20151231      2015    0001000683
061726    20150630      2015    0000865415
061732    20150831      2015    0001003078
061735    20150930      2015    0001002590
061739    20151231      2015    0000874766
061739    20151231      2015    0000874766
061743    20151231      2015    0001072627
061743    20151231      2015    0001072627
061745    20151231      2015    0001003642
061759    20151231      2015    0001000229
061763    20150630      2015    0000095052
061766    20150630      2015    0001001907
061811    20151231      2015    0001001838
061815    20151231      2015    0001001171
061815    20151231      2015    0001001171
061836    20151231      2015    0000910267
061839    20150930      2015    0000932628
061870    20150630      2015    0001002638
061899    20151231      2015    0000861838
061925    20151231      2015    0000004187
061971    20151231      2015    0000933738
062016    20151231      2015    0001591877
062057    20151231      2015    0001034760
062072    20151231      2015    0000884269
062110    20151231      2015    0001017491
062123    20151231      2015    0001609065
062123    20151231      2015    0001609065
062139    20151231      2015    0001168455
062139    20151231      2015    0001168455
062168    20151231      2015    0001006045
062169    20160531      2015    0001005286
062204    20151231      2015    0001001614
062213    20150630      2015    0000896429
062217    20150630      2015    0000889971
062221    20160331      2015    0001005229
062243    20151231      2015    0000920427
062243    20151231      2015    0000920427
062262    20150930      2015    0000038264
062263    20151231      2015    0000899866
062266    20151231      2015    0001005757
062290    20151231      2015    0000887921
062302    20151231      2015    0001004989
062374    20151231      2015    0001020569
062378    20151231      2015    0000940942
062391    20151231      2015    0001102541
062396    20150731      2015    0001005731
062475    20151231      2015    0001447028
062494    20151231      2015    0001007330
062501    20150930      2015    0001005210
062516    20151231      2015    0000949157
062525    20151231      2015    0000946644
062549    20151231      2015    0001007587
062553    20151031      2015    0001000230
062592    20151231      2015    0001006281
062618    20151231      2015    0000928340
062626    20150630      2015    0001006655
062634    20151231      2015    0001011006
062640    20151231      2015    0001006269
062646    20151231      2015    0001051343
062646    20151231      2015    0001051343
062654    20151231      2015    0000824410
062654    20151231      2015    0000824410
062655    20151231      2015    0000931336
062666    20160131      2015    0001008586
062686    20151231      2015    0001009672
062689    20151231      2015    0000086312
062689    20151231      2015    0000086312
062723    20151231      2015    0000909494
062730    20151231      2015    0001010552
062732    20151231      2015    0001010612
062745    20151231      2015    0001009829
062755    20151231      2015    0001006424
062755    20151231      2015    0001006424
062823    20151231      2015    0000887936
062895    20151231      2015    0000887919
062895    20151231      2015    0000887919
062897    20151231      2015    0001008654
062919    20151231      2015    0001000209
062919    20151231      2015    0001000209
062921    20151231      2015    0000914475
062948    20151231      2015    0000913165
062965    20151231      2015    0001402436
062979    20151231      2015    0000705432
062979    20151231      2015    0000705432
062990    20151231      2015    0000913077
063000    20151231      2015    0001012019
063005    20151231      2015    0001012477
063030    20151231      2015    0000895051
063058    20151231      2015    0000767405
063058    20151231      2015    0000767405
063080    20151231      2015    0001013462
063081    20151231      2015    0001013238
063083    20151231      2015    0001013606
063099    20151231      2015    0000920448
063123    20151231      2015    0001012620
063135    20151231      2015    0001005409
063135    20151231      2015    0001005409
063138    20151231      2015    0001014111
063172    20150831      2015    0001013237
063178    20150630      2015    0001010470
063178    20150630      2015    0001010470
063224    20151231      2015    0001127371
063224    20151231      2015    0001127371
063232    20151231      2015    0001004702
063232    20151231      2015    0001004702
063288    20151231      2015    0001012771
063288    20151231      2015    0001012771
063290    20151231      2015    0001013857
063337    20151231      2015    0001001601
063338    20151231      2015    0001013934
063383    20150630      2015    0000937136
063388    20151231      2015    0001013706
063405    20151231      2015    0000886744
063417    20151231      2015    0001013880
063422    20151231      2015    0001090425
063447    20160131      2015    0000912463
063454    20151231      2015    0001015739
063456    20151231      2015    0001016281
063490    20151231      2015    0001014739
063495    20151231      2015    0001449732
063501    20151231      2015    0001015780
063501    20151231      2015    0001015780
063520    20151231      2015    0001017303
063527    20151231      2015    0000861878
063531    20151231      2015    0000065770
063538    20151231      2015    0001017793
063538    20151231      2015    0001017793
063541    20151231      2015    0001003201
063543    20151231      2015    0000315849
063543    20151231      2015    0000315849
063596    20151231      2015    0001018164
063605    20151231      2015    0000916457
063639    20151231      2015    0000873860
063639    20151231      2015    0000873860
063643    20160131      2015    0001018840
063645    20151231      2015    0001593034
063650    20151231      2015    0000831547
063651    20150930      2015    0001019361
063667    20151231      2015    0001017968
063687    20151231      2015    0001019650
063687    20151231      2015    0001019650
063698    20151231      2015    0001019272
063700    20151231      2015    0001016169
063708    20151231      2015    0001017673
063724    20151231      2015    0001019737
063725    20151231      2015    0001166928
063725    20151231      2015    0001166928
063739    20151231      2015    0001013488
063763    20160131      2015    0001017480
063781    20151231      2015    0001015328
063781    20151231      2015    0001015328
063789    20151231      2015    0001019695
063790    20151231      2015              
063800    20151231      2015    0001595262
063847    20151231      2015    0001019849
063863    20151231      2015    0000896264
063874    20160131      2015    0000006885
063876    20160331      2015    0001021162
063892    20151231      2015    0001021860
063901    20151231      2015    0000830656
063919    20151231      2015    0001018003
063927    20150731      2015    0001020859
063930    20151231      2015    0001021270
063938    20160131      2015    0001019671
063952    20151231      2015    0001006837
063986    20160331      2015    0001022408
064028    20151231      2015    0001021561
064030    20151231      2015    0001022671
064055    20151231      2015    0001024657
064061    20151231      2015    0001023313
064063    20151231      2015    0001022321
064088    20160331      2015    0000797721
064102    20151231      2015    0000944508
064135    20151231      2015    0001022469
064156    20151231      2015    0001020416
064163    20151231      2015    0000896493
064166    20151231      2015    0001022079
064175    20151231      2015    0001023128
064193    20151231      2015    0000858800
064193    20151231      2015    0000858800
064218    20151231      2015    0001285224
064218    20151231      2015    0001285224
064223    20151231      2015    0001020710
064228    20151231      2015    0001137547
064228    20151231      2015    0001137547
064254    20151231      2015    0001024795
064275    20160531      2015    0000016160
064302    20151231      2015    0001000753
064306    20151231      2015    0001025996
064306    20151231      2015    0001025996
064325    20151231      2015    0001029581
064327    20151231      2015    0001020214
064334    20151231      2015    0000887359
064344    20150731      2015    0000812011
064346    20151231      2015    0001027207
064356    20151031      2015    0000936395
064389    20151231      2015    0000849869
064410    20160229      2015    0001170010
064480    20151231      2015    0001675820
064515    20151231      2015    0000891293
064536    20151231      2015    0001029199
064536    20151231      2015    0001029199
064547    20151231      2015    0000764038
064547    20151231      2015    0000764038
064549    20151231      2015    0001027884
064552    20150930      2015    0001173431
064552    20150930      2015    0001173431
064568    20151231      2015    0001031623
064584    20151231      2015    0001027183
064584    20151231      2015    0001027183
064630    20160331      2015    0000946581
064637    20150930      2015    0000808326
064668    20160331      2015    0001177845
064690    20151231      2015    0001034670
064699    20151231      2015    0001033012
064699    20151231      2015    0001033012
064745    20151231      2015    0001011570
064766    20151231      2015    0000917273
064768    20151231      2015    0001018724
064794    20151231      2015    0000857855
064794    20151231      2015    0000857855
064821    20151231      2015    0001035443
064821    20151231      2015    0001035443
064848    20150731      2015    0001028215
064850    20151231      2015    0001038222
064853    20160331      2015    0001604778
064857    20151231      2015    0000873303
064891    20160331      2015    0001037038
064901    20150930      2015    0001032220
064915    20151231      2015    0001036262
064925    20151231      2015    0001037540
064925    20151231      2015    0001037540
064929    20150831      2015    0001023459
064934    20151130      2015    0001037390
064934    20151130      2015    0001037390
064942    20151231      2015              
064979    20151231      2015    0001028918
064979    20151231      2015    0001028918
064997    20151231      2015    0001035983
065006    20151231      2015    0000866829
065009    20151231      2015    0001389050
065011    20151231      2015    0001038133
065021    20160331      2015    0001023731
065026    20151231      2015    0000941604
065036    20151231      2015    0000882508
065050    20151231      2015    0000890066
065050    20151231      2015    0000890066
065084    20151231      2015    0001070985
065106    20151231      2015    0001038205
065106    20151231      2015    0001038205
065108    20151231      2015    0001037976
065108    20151231      2015    0001037976
065176    20151231      2015    0000842518
065176    20151231      2015    0000842518
065218    20151231      2015    0000894237
065220    20151231      2015    0001040593
065226    20160131      2015    0001036188
065228    20151231      2015    0001077771
065228    20151231      2015    0001077771
065235    20151231      2015    0000909108
065235    20151231      2015    0000909108
065247    20151231      2015    0001040792
065270    20151231      2015    0001040426
065275    20151231      2015    0001437578
065286    20160531      2015    0001040470
065290    20151231      2015    0001040971
065290    20151231      2015    0001040971
065343    20150831      2015    0001041803
065345    20151231      2015    0000817473
065345    20151231      2015    0000817473
065365    20160331      2015    0001000045
065365    20160331      2015    0001000045
065374    20151231      2015    0000798528
065376    20151231      2015    0001010086
065399    20150930      2015    0001113256
065406    20160331      2015    0001040130
065417    20151231      2015    0001041061
065421    20151231      2015    0000917491
065430    20160131      2015    0001041859
065444    20151231      2015    0001023860
065444    20151231      2015    0001023860
065459    20150930      2015    0001487730
065467    20151231      2015    0001141807
065467    20151231      2015    0001141807
065532    20151231      2015    0001084717
065532    20151231      2015    0001084717
065540    20150630      2015    0001041514
065540    20150630      2015    0001041514
065548    20151231      2015    0000750686
065548    20151231      2015    0000750686
065552    20151231      2015    0001036044
065556    20151231      2015    0001043219
065556    20151231      2015    0001043219
065587    20151231      2015    0000070487
065590    20151231      2015    0001043337
065605    20151231      2015    0001046102
065607    20150630      2015    0001039065
065609    20151231      2015    0001043277
065610    20151231      2015    0000914138
065610    20151231      2015    0000914138
065615    20151231      2015    0001046311
065640    20160430      2015    0000798359
065640    20160430      2015    0000798359
065643    20151231      2015    0001036960
065671    20151231      2015    0001042893
065675    20151231      2015    0001108967
065689    20151231      2015    0001042729
065689    20151231      2015    0001042729
065702    20151231      2015    0000911177
065710    20151231      2015    0001045450
065710    20151231      2015    0001045450
065713    20151231      2015    0001127160
065713    20151231      2015    0001127160
065717    20151231      2015    0001029730
065717    20151231      2015    0001029730
065718    20151231      2015    0001031203
065732    20151231      2015    0001043000
065739    20150630      2015    0001001426
065765    20151231      2015    0001042187
065772    20151231      2015    0001037646
065796    20151231      2015    0001412665
065796    20151231      2015    0001412665
065812    20151231      2015    0001031927
065831    20151231      2015    0001043509
065850    20151231      2015    0001015155
065872    20151231      2015    0000835887
065884    20151231      2015    0001028954
065884    20151231      2015    0001028954
065886    20151231      2015    0001004434
065886    20151231      2015    0001004434
065896    20150930      2015    0001001115
065899    20151231      2015    0001046327
065904    20160331      2015    0000711065
065905    20150930      2015    0000720154
065921    20151231      2015    0001011509
065937    20151231      2015    0000883107
065944    20151231      2015    0001005201
065958    20151231      2015    0000913341
065958    20151231      2015    0000913341
065967    20151231      2015    0001678531
066000    20151231      2015    0001011109
066016    20151231      2015    0001046257
066029    20151231      2015    0001335190
066032    20151231      2015    0000833640
066065    20151231      2015    0001067701
066085    20151231      2015    0001209028
066085    20151231      2015    0001209028
066148    20151231      2015    0001047170
066148    20151231      2015    0001047170
066155    20151231      2015    0001013272
066155    20151231      2015    0001013272
066158    20151231      2015    0001431567
066158    20151231      2015    0001431567
066161    20151231      2015    0001253317
066161    20151231      2015    0001253317
066210    20151231      2015    0001074902
066210    20151231      2015    0001074902
066235    20151231      2015    0001128361
066235    20151231      2015    0001128361
066261    20150930      2015    0001045742
066268    20151231      2015    0001087934
066281    20151231      2015    0001045425
066281    20151231      2015    0001045425
066285    20151231      2015    0001046025
066285    20151231      2015    0001046025
066286    20150930      2015    0001046050
066286    20150930      2015    0001046050
066288    20151231      2015    0000879635
066288    20151231      2015    0000879635
066290    20160229      2015    0001050825
066301    20151231      2015    0001036848
066313    20151231      2015    0000740971
066313    20151231      2015    0000740971
066354    20151231      2015    0001025378
066366    20151231      2015    0001041024
066368    20151231      2015    0001014473
066371    20150930      2015    0001048268
066379    20151231      2015    0001046568
066393    20150630      2015    0001049521
066394    20151231      2015    0001056943
066394    20151231      2015    0001056943
066446    20151231      2015    0001050915
066496    20150930      2015    0001050007
066504    20151231      2015    0000711669
066504    20151231      2015    0000711669
066586    20151231      2015    0001050377
066588    20150930      2015    0000924717
066597    20151231      2015    0000717806
066597    20151231      2015    0000717806
066599    20151231      2015    0001052100
066599    20151231      2015    0001052100
066602    20151231      2015    0001049606
066610    20151231      2015    0000948072
066654    20151231      2015    0001047884
066654    20151231      2015    0001047884
066686    20151231      2015    0001044777
066697    20151231      2015    0001055726
066731    20151231      2015    0001056288
066731    20151231      2015    0001056288
100873    20151231      2015    0001492633
102696    20160331      2015    0001032975
104432    20151231      2015    0001513761
105365    20151231      2015    0001053507
105538    20151231      2015    0001130144
105538    20151231      2015    0001130144
105670    20151231      2015    0001049782
105670    20151231      2015    0001049782
105936    20151231      2015    0001050797
106126    20150930      2015    0000744452
106404    20151231      2015    0001083643
106404    20151231      2015    0001083643
106418    20151231      2015    0000316736
106853    20151231      2015    0001041550
106853    20151231      2015    0001041550
107032    20151231      2015    0001134115
107325    20151231      2015    0001053584
107325    20151231      2015    0001053584
107446    20150630      2015    0001039280
107712    20151231      2015    0001385849
107817    20151231      2015    0001050743
107817    20151231      2015    0001050743
108348    20151231      2015    0001084384
108645    20151231      2015    0001022646
108664    20151231      2015    0001087456
108664    20151231      2015    0001087456
108693    20151231      2015    0001083522
109079    20151231      2015    0001052595
109084    20151231      2015    0001053650
109186    20150930      2015    0001029744
109599    20151231      2015    0001053352
109599    20151231      2015    0001053352
109621    20151231      2015    0000846901
109621    20151231      2015    0000846901
109659    20151231      2015    0000855874
109659    20151231      2015    0000855874
109683    20151231      2015    0001051741
109683    20151231      2015    0001051741
109699    20151231      2015    0001210227
109699    20151231      2015    0001210227
109826    20151231      2015    0001056696
109919    20151231      2015    0001053706
109926    20151231      2015    0001053532
109926    20151231      2015    0001053532
110039    20151231      2015    0001047127
110065    20151231      2015    0001195933
110065    20151231      2015    0001195933
110164    20151231      2015    0001083689
110164    20151231      2015    0001083689
110179    20151231      2015    0000740260
110179    20151231      2015    0000740260
110250    20151231      2015    0000811808
110250    20151231      2015    0000811808
110382    20151231      2015    0001042810
110382    20151231      2015    0001042810
110529    20151231      2015    0001052054
110566    20151231      2015    0001054905
110685    20151231      2015    0001039101
110728    20151231      2015    0001054102
110732    20151231      2015    0001318220
110760    20151231      2015    0001051627
110802    20151231      2015    0001061069
110804    20151231      2015    0001617667
111000    20151231      2015    0001057379
111064    20151231      2015    0001016125
111103    20150930      2015    0001057060
111179    20151231      2015    0000893847
111179    20151231      2015    0000893847
111534    20151231      2015    0001050446
111537    20151231      2015    0000706863
111537    20151231      2015    0000706863
111629    20151231      2015    0001075736
111662    20150630      2015    0001059272
111721    20151231      2015    0001050441
111721    20151231      2015    0001050441
111779    20151231      2015    0001028734
111779    20151231      2015    0001028734
111819    20151231      2015    0000826154
111819    20151231      2015    0000826154
111864    20151231      2015    0001058290
111873    20160131      2015    0001528849
111940    20151231      2015    0000765207
111940    20151231      2015    0000765207
111965    20151231      2015    0000934473
111974    20151231      2015    0001499832
112030    20151231      2015    0001058623
112034    20151231      2015    0001059562
112111    20151231      2015    0001057352
112112    20151231      2015    0000702513
112112    20151231      2015    0000702513
112168    20151231      2015    0001060391
112254    20151231      2015    0000770460
112254    20151231      2015    0000770460
112295    20151231      2015    0000932781
112295    20151231      2015    0000932781
112410    20151231      2015    0000707886
112410    20151231      2015    0000707886
112626    20151231      2015    0001060523
112626    20151231      2015    0001060523
112721    20151231      2015    0000921557
112721    20151231      2015    0000921557
112759    20151231      2015    0001065059
112774    20151231      2015    0000031347
112819    20150630      2015    0000898770
112876    20151231      2015    0001061219
112968    20151231      2015    0001056358
113093    20151231      2015    0001060219
113093    20151231      2015    0001060219
113269    20151231      2015    0001056923
113419    20151231      2015    0001062047
113490    20151231      2015    0001051470
113530    20151231      2015    0001065860
114203    20150930      2015    0001435064
114370    20160331      2015    0000945699
114415    20151231      2015    0001063537
114524    20151231      2015    0001065088
114608    20151231      2015    0001041379
114628    20151231      2015    0000886982
114628    20151231      2015    0000886982
114698    20151231      2015    0001046995
114880    20151231      2015    0000036506
114880    20151231      2015    0000036506
114956    20151231      2015    0001143155
114956    20151231      2015    0001143155
115404    20151231      2015    0001326583
115757    20160430      2015    0001092796
115766    20151231      2015    0001069996
115766    20151231      2015    0001069996
115831    20151231      2015    0001065078
115876    20151231      2015    0001068851
115876    20151231      2015    0001068851
116029    20151231      2015    0001070423
116166    20150630      2015    0000050471
116209    20151231      2015    0001088034
116504    20151231      2015    0000827187
116772    20151231      2015    0001068875
117018    20151231      2015    0001070680
117018    20151231      2015    0001070680
117026    20150630      2015    0001070524
117026    20150630      2015    0001070524
117034    20151231      2015    0001070296
117034    20151231      2015    0001070296
117036    20151231      2015    0001071255
117141    20151231      2015    0001025835
117141    20151231      2015    0001025835
117145    20151231      2015    0000927720
117161    20151231      2015    0001070154
117161    20151231      2015    0001070154
117260    20151231      2015    0001063344
117260    20151231      2015    0001063344
117768    20160131      2015    0001045810
117861    20151231      2015    0001062231
117901    20151231      2015    0001073475
117901    20151231      2015    0001073475
117902    20151231      2015    0001067837
118042    20151231      2015    0001069157
118042    20151231      2015    0001069157
118081    20151231      2015    0001065087
118122    20151231      2015    0001521332
118223    20150630      2015    0001073349
118264    20151231      2015    0001060349
118264    20151231      2015    0001060349
118267    20160430      2015    0000056679
118502    20151231      2015    0001066104
118525    20151231      2015    0001018399
118525    20151231      2015    0001018399
119173    20151231      2015    0001023364
119275    20151231      2015    0001049502
119314    20151231      2015    0001075531
119316    20151231      2015    0001069878
119414    20150930      2015    0001490906
119414    20150930      2015    0001490906
119574    20150630      2015    0001078271
119594    20151231      2015    0000862022
119714    20151231      2015    0001464343
119714    20151231      2015    0001464343
119756    20151231      2015    0001079577
119756    20151231      2015    0001079577
120048    20151231      2015    0001066605
120093    20151231      2015    0001070412
120297    20151231      2015    0001301611
120301    20151231      2015    0001041657
120358    20151231      2015    0001080056
120444    20151231      2015    0000929008
120456    20151231      2015    0001080340
120458    20151231      2015    0001518222
120774    20151031      2015    0001009626
120794    20151231      2015    0001075607
120824    20151231      2015    0001073429
120877    20151231      2015    0001275283
121077    20150930      2015    0001048695
121142    20151231      2015    0001065837
121257    20150630      2015    0001082506
121381    20151231      2015    0001109546
121381    20151231      2015    0001109546
121382    20151231      2015    0001034054
121440    20151231      2015    0001082554
121662    20151231      2015    0001078099
121673    20151231      2015    0001082923
121713    20151231      2015    0000862831
121713    20151231      2015    0000862831
121718    20151231      2015    0001043604
121759    20151231      2015    0000049615
121815    20151231      2015    0001084961
121815    20151231      2015    0001084961
121816    20151231      2015    0000889936
121816    20151231      2015    0000889936
121817    20151231      2015    0001050606
122078    20151231      2015    0001065332
122172    20151231      2015    0001084048
122175    20151231      2015    0001082324
122211    20160131      2015    0001077688
122212    20151231      2015    0001275229
122257    20151231      2015    0001048477
122263    20151231      2015    0001077370
122273    20150930      2015    0001288750
122380    20151231      2015    0001069202
122394    20151231      2015    0001085869
122515    20151231      2015    0001366367
122515    20151231      2015    0001366367
122519    20150630      2015    0001084869
122536    20151231      2015    0001085621
122841    20160229      2015    0001087423
122902    20160331      2015    0001078075
122915    20151231      2015    0001086600
122916    20151031      2015    0001076682
122917    20151231      2015    0001641129
123016    20151231      2015    0001058299
124036    20150630      2015    0001066194
124038    20151231      2015    0001517650
124046    20151231      2015    0001075415
124046    20151231      2015    0001075415
124198    20151231      2015    0001142701
124254    20151130      2015    0001090061
124358    20151231      2015    0001056386
124394    20160131      2015    0001088825
124434    20151231      2015    0001364742
124434    20151231      2015    0001364742
124634    20150630      2015    0001060426
124775    20151231      2015    0001091883
125000    20151231      2015    0001030206
125014    20151231      2015    0001057083
125234    20151231      2015    0001075706
125234    20151231      2015    0001075706
125240    20151231      2015    0001091907
125274    20151231      2015    0001054721
125276    20151031      2015    0001093207
125360    20150731      2015    0001092367
125531    20151231      2015              
125580    20151231      2015    0001090009
125580    20151231      2015    0001090009
125595    20151231      2015    0001086222
125601    20151231      2015    0001089872
125604    20151231      2015    0001093691
125794    20151231      2015    0001077183
125975    20150630      2015    0001089143
126010    20151231      2015    0001069394
126020    20151231      2015    0001040896
126036    20150630      2015    0001629210
126056    20151231      2015    0001069258
126136    20151231      2015    0001091667
126296    20151231      2015    0001324424
126318    20151231      2015    0001058811
126417    20160430      2015    0001094739
126423    20151231      2015    0001094392
126496    20151231      2015    0001094814
126554    20151031      2015    0001090872
126555    20151231      2015    0001089511
126600    20151231      2015    0001082526
126718    20151231      2015    0001095315
126721    20151231      2015    0001094285
127094    20151231      2015    0001062292
127377    20151231      2015    0001094831
127377    20151231      2015    0001094831
127383    20160430      2015              
127797    20151231      2015    0001094810
127797    20151231      2015    0001094810
128663    20151231      2015    0001076481
128978    20151231      2015    0000075677
129466    20151231      2015    0001098972
129823    20151231      2015    0001099160
129840    20151231      2015    0001094348
130762    20151231      2015    0001096325
132482    20151231      2015    0001100917
132644    20160331      2015    0001090908
133288    20151231      2015    0001038074
133366    20151231      2015    0001099800
133367    20150930      2015    0001096752
133468    20151231      2015    0001034842
133504    20151231      2015    0001033905
133726    20150930      2015    0001102934
